"","outbreak_id","species","affected"
"12168","2007/2585_1","sheep","2"
"12169","2007/2584_1","sheep","0"
"12170","2007/2583_1","sheep","0"
"12171","2007/2582_1","sheep","8"
"12172","2007/2581_1","sheep","2"
"12173","2007/2580_1","sheep","2"
"12174","2007/2579_1","sheep","18"
"12175","2007/2578_1","sheep","21"
"12176","2007/2577_1","sheep","8"
"12177","2007/2576_1","sheep","0"
"12178","2007/2575_1","sheep","0"
"12179","2007/2574_1","sheep","0"
"12180","2007/2573_1","sheep","13"
"12181","2007/2572_1","sheep","9"
"12182","2007/2571_1","sheep","7"
"12183","2007/2570_1","sheep","10"
"12184","2007/2569_1","sheep","7"
"12185","2007/2568_1","sheep","33"
"12186","2007/2567_1","sheep","8"
"12187","2007/2566_1","sheep","5"
"12188","2007/2565_1","sheep","3"
"12189","2007/2564_1","sheep","59"
"12190","2007/2563_1","sheep","35"
"12191","2007/2562_1","sheep","7"
"12192","2007/2561_1","sheep","7"
"12193","2007/2560_1","sheep","8"
"12194","2007/2559_1","sheep","20"
"12195","2007/2558_1","sheep","3"
"12196","2007/2557_1","sheep","17"
"12197","2007/2556_1","sheep","16"
"12198","2007/2555_1","sheep","3"
"12199","2007/2554_1","sheep","8"
"12200","2007/2553_1","sheep","115"
"12201","2007/2552_1","sheep","17"
"12202","2007/2551_1","sheep","0"
"12203","2007/2550_1","sheep","0"
"12204","2007/2549_1","sheep","6"
"12205","2007/2548_1","sheep","25"
"12206","2007/2547_1","sheep","7"
"12207","2007/2546_1","sheep","10"
"12208","2007/2545_1","sheep","20"
"12209","2007/2544_1","sheep","4"
"12210","2007/2543_1","sheep","5"
"12211","2007/2542_1","sheep","2"
"12212","2007/2541_1","sheep","8"
"12213","2007/2540_1","sheep","6"
"12214","2007/2539_1","sheep","7"
"12215","2007/2538_1","sheep","2"
"12216","2007/2537_1","sheep","2"
"12217","2007/2536_1","sheep","8"
"12218","2007/2535_1","sheep","8"
"12219","2007/2534_1","sheep","9"
"12220","2007/2533_1","sheep","10"
"12221","2007/2532_1","sheep","5"
"12222","2007/2531_1","sheep","4"
"12223","2007/2530_1","sheep","1"
"12224","2007/2529_1","sheep","4"
"12225","2007/2528_1","sheep","3"
"12226","2007/2527_1","sheep","20"
"12227","2007/2526_1","sheep","4"
"12228","2007/2525_1","sheep","4"
"12229","2007/2524_1","sheep","1"
"12230","2007/2523_1","sheep","25"
"12231","2007/2522_1","sheep","6"
"12232","2007/2521_1","sheep","30"
"12233","2007/2520_1","sheep","3"
"12234","2007/2519_1","sheep","27"
"12235","2007/2518_1","sheep","2"
"12236","2007/2517_1","sheep","1"
"12237","2007/2516_1","sheep","6"
"12238","2007/2515_1","sheep","18"
"12239","2007/2514_1","sheep","25"
"12240","2007/2513_1","sheep","2"
"12241","2007/2512_1","sheep","1"
"12242","2007/2511_1","sheep","80"
"12243","2007/2510_1","sheep","2"
"12244","2007/2509_1","sheep","2"
"12245","2007/2508_1","sheep","10"
"12246","2007/2507_1","sheep","10"
"12247","2007/2506_1","sheep","2"
"12248","2007/2505_1","sheep","90"
"12249","2007/2504_1","sheep","5"
"12250","2007/2503_1","sheep","10"
"12251","2007/2502_1","sheep","10"
"12252","2007/2501_1","sheep","3"
"12253","2007/2500_1","sheep","1"
"12254","2007/2499_1","sheep","10"
"12255","2007/2498_1","sheep","3"
"12256","2007/2497_1","sheep","5"
"12257","2007/2496_1","sheep","5"
"12258","2007/2495_1","sheep","15"
"12259","2007/2494_1","sheep","7"
"12260","2007/2493_1","sheep","8"
"12261","2007/2492_1","sheep","11"
"12262","2007/2491_1","sheep","3"
"12263","2007/2490_1","sheep","8"
"12264","2007/2489_1","sheep","6"
"12265","2007/2488_1","sheep","5"
"12266","2007/2487_1","sheep","1"
"12267","2007/2486_1","sheep","9"
"12268","2007/2485_1","sheep","6"
"12269","2007/2484_1","sheep","3"
"12270","2007/2483_1","sheep","5"
"12271","2007/2482_1","sheep","5"
"12272","2007/2481_1","sheep","45"
"12273","2007/2480_1","sheep","2"
"12274","2007/2479_1","sheep","3"
"12275","2007/2478_1","sheep","5"
"12276","2007/2477_1","sheep","3"
"12277","2007/2476_1","sheep","5"
"12278","2007/2475_1","sheep","6"
"12279","2007/2474_1","sheep","4"
"12280","2007/2473_1","sheep","2"
"12281","2007/2472_1","sheep","6"
"12282","2007/2471_1","sheep","5"
"12283","2007/2470_1","sheep","3"
"12284","2007/2469_1","sheep","4"
"12285","2007/2468_1","sheep","14"
"12286","2007/2467_1","sheep","6"
"12287","2007/2466_1","sheep","8"
"12288","2007/2465_1","sheep","10"
"12289","2007/2464_1","sheep","5"
"12290","2007/2463_1","sheep","10"
"12291","2007/2462_1","sheep","10"
"12292","2007/2461_1","sheep","1"
"12293","2007/2460_1","sheep","12"
"12294","2007/2459_1","sheep","60"
"12295","2007/2458_1","sheep","6"
"12296","2007/2457_1","sheep","4"
"12297","2007/2456_1","sheep","9"
"12298","2007/2455_1","sheep","4"
"12299","2007/2454_1","sheep","2"
"12300","2007/2453_1","sheep","2"
"12301","2007/2452_1","sheep","7"
"12302","2007/2451_1","sheep","5"
"12303","2007/2450_1","sheep","2"
"12304","2007/2449_1","sheep","7"
"12305","2007/2448_1","sheep","3"
"12306","2007/2447_1","sheep","3"
"12307","2007/2446_1","sheep","2"
"12308","2007/2445_1","sheep","5"
"12309","2007/2444_1","sheep","8"
"12310","2007/2443_1","sheep","10"
"12311","2007/2442_1","sheep","3"
"12312","2007/2441_1","sheep","5"
"12313","2007/2440_1","sheep","10"
"12314","2007/2439_1","sheep","1"
"12315","2007/2438_1","sheep","4"
"12316","2007/2437_1","sheep","2"
"12317","2007/2436_1","sheep","4"
"12318","2007/2435_1","sheep","3"
"12319","2007/2434_1","sheep","6"
"12320","2007/2433_1","sheep","5"
"12321","2007/2432_1","sheep","3"
"12322","2007/2431_1","sheep","15"
"12323","2007/2430_1","sheep","4"
"12324","2007/2429_1","sheep","15"
"12325","2007/2428_1","sheep","1"
"12326","2007/2427_1","sheep","4"
"12327","2007/2426_1","sheep","4"
"12328","2007/2425_1","sheep","6"
"12329","2007/2424_1","sheep","4"
"12330","2007/2423_1","sheep","4"
"12331","2007/2422_1","sheep","10"
"12332","2007/2421_1","sheep","6"
"12333","2007/2420_1","sheep","3"
"12334","2007/2419_1","sheep","18"
"12335","2007/2418_1","sheep","4"
"12336","2007/2417_1","sheep","6"
"12337","2007/2416_1","sheep","20"
"12338","2007/2415_1","sheep","4"
"12339","2007/2414_1","sheep","3"
"12340","2007/2413_1","sheep","3"
"12341","2007/2412_1","sheep","3"
"12342","2007/2411_1","sheep","4"
"12343","2007/2410_1","sheep","14"
"12344","2007/2409_1","sheep","3"
"12345","2007/2408_1","sheep","65"
"12346","2007/2407_1","sheep","1"
"12347","2007/2406_1","sheep","2"
"12348","2007/2405_1","sheep","7"
"12349","2007/2404_1","sheep","14"
"12350","2007/2403_1","sheep","3"
"12351","2007/2402_1","sheep","1"
"12352","2007/2401_1","sheep","2"
"12353","2007/2400_1","sheep","5"
"12354","2007/2399_1","sheep","1"
"12355","2007/2398_1","sheep","2"
"12356","2007/2397_1","sheep","4"
"12357","2007/2396_1","sheep","4"
"12358","2007/2395_1","sheep","2"
"12359","2007/2394_1","sheep","2"
"12360","2007/2393_1","sheep","4"
"12361","2007/2392_1","sheep","2"
"12362","2007/2391_1","sheep","4"
"12363","2007/2390_1","sheep","3"
"12364","2007/2389_1","sheep","8"
"12365","2007/2388_1","sheep","2"
"12366","2007/2387_1","sheep","4"
"12367","2007/2386_1","sheep","2"
"12368","2007/2385_1","sheep","5"
"12369","2007/2384_1","sheep","3"
"12370","2007/2383_1","sheep","16"
"12371","2007/2382_1","sheep","0"
"12372","2007/2381_1","sheep","3"
"12373","2007/2380_1","sheep","1"
"12374","2007/2379_1","sheep","9"
"12375","2007/2378_1","sheep","4"
"12376","2007/2377_1","sheep","1"
"12377","2007/2376_1","sheep","4"
"12378","2007/2375_1","sheep","10"
"12379","2007/2374_1","sheep","3"
"12380","2007/2373_1","sheep","3"
"12381","2007/2372_1","sheep","8"
"12382","2007/2371_1","sheep","3"
"12383","2007/2370_1","sheep","2"
"12384","2007/2369_1","sheep","3"
"12385","2007/2368_1","sheep","8"
"12386","2007/2367_1","sheep","5"
"12387","2007/2366_1","sheep","10"
"12388","2007/2365_1","sheep","2"
"12389","2007/2364_1","sheep","3"
"12390","2007/2363_1","sheep","5"
"12391","2007/2362_1","sheep","2"
"12392","2007/2361_1","sheep","1"
"12393","2007/2360_1","sheep","4"
"12394","2007/2359_1","sheep","0"
"12395","2007/2358_1","sheep","3"
"12396","2007/2357_1","sheep","1"
"12397","2007/2356_1","sheep","2"
"12398","2007/2355_1","sheep","2"
"12399","2007/2354_1","sheep","2"
"12400","2007/2353_1","sheep","2"
"12401","2007/2352_1","sheep","3"
"12402","2007/2351_1","sheep","4"
"12403","2007/2350_1","sheep","3"
"12404","2007/2349_1","sheep","3"
"12405","2007/2348_1","sheep","2"
"12406","2007/2347_1","sheep","12"
"12407","2007/2346_1","sheep","2"
"12408","2007/2345_1","sheep","3"
"12409","2007/2344_1","sheep","4"
"12410","2007/2343_1","sheep","2"
"12411","2007/2342_1","sheep","1"
"12412","2007/2341_1","sheep","4"
"12413","2007/2340_1","sheep","4"
"12414","2007/2339_1","sheep","2"
"12415","2007/2338_1","sheep","4"
"12416","2007/2337_1","sheep","2"
"12417","2007/2336_1","sheep","5"
"12418","2007/2335_1","sheep","4"
"12419","2007/2334_1","sheep","7"
"12420","2007/2333_1","sheep","10"
"12421","2007/2332_1","sheep","2"
"12422","2007/2331_1","sheep","5"
"12423","2007/2330_1","sheep","5"
"12424","2007/2329_1","sheep","12"
"12425","2007/2328_1","sheep","8"
"12426","2007/2327_1","sheep","5"
"12427","2007/2326_1","sheep","6"
"12428","2007/2325_1","sheep","25"
"12429","2007/2324_1","sheep","10"
"12430","2007/2323_1","sheep","6"
"12431","2007/2322_1","sheep","1"
"12432","2007/2321_1","sheep","10"
"12433","2007/2320_1","sheep","12"
"12434","2007/2319_1","sheep","1"
"12435","2007/2318_1","sheep","5"
"12436","2007/2317_1","sheep","6"
"12437","2007/2316_1","sheep","4"
"12438","2007/2315_1","sheep","3"
"12439","2007/2314_1","sheep","15"
"12440","2007/2313_1","sheep","6"
"12441","2007/2312_1","sheep","5"
"12442","2007/2311_1","sheep","100"
"12443","2007/2310_1","sheep","4"
"12444","2007/2309_1","sheep","5"
"12445","2007/2308_1","sheep","4"
"12446","2007/2307_1","sheep","2"
"12447","2007/2306_1","sheep","4"
"12448","2007/2305_1","sheep","1"
"12449","2007/2304_1","sheep","10"
"12450","2007/2303_1","sheep","2"
"12451","2007/2302_1","sheep","5"
"12452","2007/2301_1","sheep","10"
"12453","2007/2300_1","sheep","8"
"12454","2007/2299_1","sheep","8"
"12455","2007/2298_1","sheep","15"
"12456","2007/2297_1","sheep","3"
"12457","2007/2296_1","sheep","10"
"12458","2007/2295_1","sheep","2"
"12459","2007/2294_1","sheep","2"
"12460","2007/2293_1","sheep","15"
"12461","2007/2292_1","sheep","7"
"12462","2007/2291_1","sheep","14"
"12463","2007/2290_1","sheep","5"
"12464","2007/2289_1","sheep","1"
"12465","2007/2288_1","sheep","15"
"12466","2007/2287_1","sheep","12"
"12467","2007/2286_1","sheep","6"
"12468","2007/2285_1","sheep","1"
"12469","2007/2284_1","sheep","16"
"12470","2007/2283_1","sheep","16"
"12471","2007/2282_1","sheep","10"
"12472","2007/2281_1","sheep","6"
"12473","2007/2280_1","sheep","2"
"12474","2007/2279_1","sheep","20"
"12475","2007/2278_1","sheep","2"
"12476","2007/2277_1","sheep","2"
"12477","2007/2276_1","sheep","20"
"12478","2007/2275_1","sheep","15"
"12479","2007/2274_1","sheep","10"
"12480","2007/2273_1","sheep","7"
"12481","2007/2272_1","sheep","100"
"12482","2007/2271_1","sheep","60"
"12483","2007/2270_1","sheep","20"
"12484","2007/2269_1","sheep","50"
"12485","2007/2268_1","sheep","7"
"12486","2007/2267_1","sheep","70"
"12487","2007/2266_1","sheep","10"
"12488","2007/2265_1","sheep","20"
"12489","2007/2264_1","sheep","12"
"12490","2007/2263_1","sheep","15"
"12491","2007/2262_1","sheep","1"
"12492","2007/2261_1","sheep","15"
"12493","2007/2260_1","sheep","10"
"12494","2007/2259_1","sheep","2"
"12495","2007/2258_1","sheep","6"
"12496","2007/2257_1","sheep","5"
"12497","2007/2256_1","sheep","6"
"12498","2007/2255_1","sheep","7"
"12499","2007/2254_1","sheep","20"
"12500","2007/2253_1","sheep","8"
"12501","2007/2252_1","sheep","10"
"12502","2007/2251_1","sheep","50"
"12503","2007/2250_1","sheep","1"
"12504","2007/2249_1","sheep","10"
"12505","2007/2248_1","sheep","1"
"12506","2007/2247_1","sheep","5"
"12507","2007/2246_1","sheep","1"
"12508","2007/2245_1","sheep","5"
"12509","2007/2244_1","sheep","2"
"12510","2007/2243_1","sheep","1"
"12511","2007/2242_1","sheep","1"
"12512","2007/2241_1","sheep","7"
"12513","2007/2240_1","sheep","5"
"12514","2007/2239_1","sheep","7"
"12515","2007/2238_1","sheep","1"
"12516","2007/2237_1","sheep","6"
"12517","2007/2236_1","sheep","7"
"12518","2007/2235_1","sheep","14"
"12519","2007/2234_1","sheep","5"
"12520","2007/2233_1","sheep","4"
"12521","2007/2232_1","sheep","10"
"12522","2007/2231_1","sheep","8"
"12523","2007/2230_1","sheep","1"
"12524","2007/2229_1","sheep","4"
"12525","2007/2228_1","sheep","10"
"12526","2007/2227_1","sheep","2"
"12527","2007/2226_1","sheep","12"
"12528","2007/2225_1","sheep","0"
"12529","2007/2224_1","sheep","10"
"12530","2007/35_2","cows","1"
"12531","2007/2223_1","sheep","10"
"12532","2007/2222_1","sheep","10"
"12533","2007/2221_1","sheep","23"
"12534","2007/2220_1","sheep","100"
"12535","2007/34_3","sheep","1"
"12536","2007/2219_1","sheep","5"
"12537","2007/2218_1","cows","0"
"12538","2007/2218_1","goats","24"
"12539","2007/2217_1","goats","0"
"12540","2007/2217_1","sheep","10"
"12541","2007/2216_1","sheep","4"
"12542","2007/2215_1","goats","0"
"12543","2007/2215_1","sheep","17"
"12544","2007/2214_1","sheep","4"
"12545","2007/2213_1","cows","0"
"12546","2007/2213_1","sheep","2"
"12547","2007/2212_1","sheep","10"
"12548","2007/2211_1","goats","0"
"12549","2007/2211_1","sheep","4"
"12550","2007/2210_1","sheep","10"
"12551","2007/2209_1","sheep","50"
"12552","2007/2208_1","sheep","7"
"12553","2007/2207_1","cows","0"
"12554","2007/2207_1","goats","32"
"12555","2007/2206_1","sheep","40"
"12556","2007/2205_1","sheep","40"
"12557","2007/2204_1","sheep","4"
"12558","2007/2203_1","sheep","31"
"12559","2007/2202_1","sheep","2"
"12560","2007/2201_1","sheep","1"
"12561","2007/2200_1","sheep","8"
"12562","2007/2199_1","sheep","3"
"12563","2007/2198_1","sheep","50"
"12564","2007/2197_1","sheep","5"
"12565","2007/2196_1","sheep","0"
"12566","2007/2195_1","cows","0"
"12567","2007/2194_1","sheep","10"
"12568","2007/2193_1","sheep","12"
"12569","2007/2192_1","sheep","5"
"12570","2007/2191_1","sheep","10"
"12571","2007/2190_1","sheep","4"
"12572","2007/2189_1","sheep","10"
"12573","2007/2188_1","sheep","100"
"12574","2007/2187_1","sheep","10"
"12575","2007/2186_1","sheep","30"
"12576","2007/2185_1","goats","0"
"12577","2007/2185_1","sheep","9"
"12578","2007/2184_1","sheep","63"
"12579","2007/2183_1","sheep","15"
"12580","2007/2182_1","sheep","2"
"12581","2007/2181_1","sheep","60"
"12582","2007/2180_1","sheep","60"
"12583","2007/2179_1","sheep","60"
"12584","2007/2178_1","sheep","20"
"12585","2007/2177_1","goats","0"
"12586","2007/2177_1","sheep","15"
"12587","2007/33_3","sheep","1"
"12588","2007/2176_1","sheep","10"
"12589","2007/32_3","sheep","1"
"12590","2007/34_2","cows","1"
"12591","2007/2175_1","cows","0"
"12592","2007/2174_1","cows","0"
"12593","2007/2173_1","cows","0"
"12594","2007/2172_1","cows","0"
"12595","2007/2171_1","cows","0"
"12596","2007/2170_1","sheep","45"
"12597","2007/2169_1","sheep","8"
"12598","2007/2168_1","sheep","2"
"12599","2007/2167_1","sheep","4"
"12600","2007/2166_1","sheep","5"
"12601","2007/2165_1","sheep","20"
"12602","2007/2164_1","sheep","9"
"12603","2007/2163_1","sheep","2"
"12604","2007/2162_1","sheep","1"
"12605","2007/2161_1","sheep","50"
"12606","2007/2160_1","sheep","30"
"12607","2007/2159_1","sheep","2"
"12608","2007/2158_1","sheep","20"
"12609","2007/2157_1","sheep","40"
"12610","2007/2156_1","cows","1"
"12611","2007/2155_1","sheep","1"
"12612","2007/2154_1","sheep","1"
"12613","2007/2153_1","sheep","1"
"12614","2007/2152_1","cows","0"
"12615","2007/2152_1","sheep","1"
"12616","2007/2151_1","cows","0"
"12617","2007/2151_1","sheep","1"
"12618","2007/2150_1","sheep","1"
"12619","2007/2149_1","sheep","1"
"12620","2007/2148_1","cows","1"
"12621","2007/2147_1","cows","0"
"12622","2007/2147_1","sheep","1"
"12623","2007/2146_1","cows","0"
"12624","2007/2146_1","goats","1"
"12625","2007/2145_1","sheep","1"
"12626","2007/2144_1","sheep","1"
"12627","2007/2143_1","sheep","1"
"12628","2007/2142_1","goats","0"
"12629","2007/2142_1","sheep","1"
"12630","2007/2141_1","cows","1"
"12631","2007/2140_1","cows","1"
"12632","2007/2139_1","sheep","2"
"12633","2007/2138_1","goats","1"
"12634","2007/2137_1","cows","1"
"12635","2007/2136_1","cows","0"
"12636","2007/2136_1","goats","1"
"12637","2007/2135_1","sheep","2"
"12638","2007/2134_1","sheep","40"
"12639","2007/2133_1","sheep","200"
"12640","2007/2132_1","sheep","25"
"12641","2007/2131_1","sheep","5"
"12642","2007/2130_1","sheep","6"
"12643","2007/2129_1","sheep","7"
"12644","2007/2128_1","sheep","1"
"12645","2007/2127_1","sheep","2"
"12646","2007/2126_1","sheep","1"
"12647","2007/2125_1","sheep","5"
"12648","2007/2124_1","sheep","5"
"12649","2007/2123_1","sheep","30"
"12650","2007/2122_1","sheep","9"
"12651","2007/2121_1","sheep","2"
"12652","2007/2120_1","sheep","3"
"12653","2007/2119_1","sheep","9"
"12654","2007/2118_1","sheep","8"
"12655","2007/2117_1","sheep","2"
"12656","2007/2116_1","sheep","2"
"12657","2007/2115_1","sheep","1"
"12658","2007/2114_1","sheep","20"
"12659","2007/2113_1","sheep","4"
"12660","2007/2112_1","sheep","3"
"12661","2007/2111_1","sheep","7"
"12662","2007/2110_1","sheep","7"
"12663","2007/2109_1","sheep","5"
"12664","2007/2108_1","sheep","4"
"12665","2007/2107_1","sheep","24"
"12666","2007/2106_1","sheep","40"
"12667","2007/2105_1","sheep","12"
"12668","2007/2104_1","sheep","11"
"12669","2007/2103_1","sheep","12"
"12670","2007/2102_1","sheep","7"
"12671","2007/2101_1","sheep","6"
"12672","2007/2100_1","sheep","4"
"12673","2007/2099_1","sheep","30"
"12674","2007/2098_1","sheep","1"
"12675","2007/2097_1","sheep","10"
"12676","2007/2096_1","sheep","10"
"12677","2007/2095_1","sheep","2"
"12678","2007/2094_1","sheep","7"
"12679","2007/2093_1","sheep","1"
"12680","2007/2092_1","sheep","9"
"12681","2007/2091_1","sheep","4"
"12682","2007/2090_1","sheep","3"
"12683","2007/2089_1","cows","0"
"12684","2007/2089_1","sheep","400"
"12685","2007/2088_1","sheep","7"
"12686","2007/2087_1","sheep","50"
"12687","2007/2086_1","sheep","4"
"12688","2007/2085_1","sheep","4"
"12689","2007/2084_1","sheep","3"
"12690","2007/2083_1","sheep","1"
"12691","2007/2082_1","sheep","7"
"12692","2007/2081_1","sheep","10"
"12693","2007/2080_1","sheep","1"
"12694","2007/2079_1","sheep","4"
"12695","2007/2078_1","sheep","6"
"12696","2007/2077_1","sheep","30"
"12697","2007/2076_1","sheep","0"
"12698","2007/2075_1","sheep","7"
"12699","2007/2074_1","sheep","2"
"12700","2007/2073_1","sheep","3"
"12701","2007/2072_1","sheep","1"
"12702","2007/2071_1","sheep","4"
"12703","2007/2070_1","sheep","2"
"12704","2007/2069_1","sheep","3"
"12705","2007/2068_1","sheep","0"
"12706","2007/2067_1","sheep","2"
"12707","2007/2066_1","sheep","3"
"12708","2007/2065_1","sheep","4"
"12709","2007/2064_1","sheep","6"
"12710","2007/2063_1","sheep","5"
"12711","2007/2062_1","sheep","7"
"12712","2007/2061_1","sheep","10"
"12713","2007/2060_1","sheep","20"
"12714","2007/2059_1","sheep","4"
"12715","2007/2058_1","sheep","7"
"12716","2007/2057_1","sheep","2"
"12717","2007/2056_1","sheep","25"
"12718","2007/2055_1","sheep","4"
"12719","2007/2054_1","sheep","15"
"12720","2007/2053_1","sheep","3"
"12721","2007/2052_1","sheep","4"
"12722","2007/2051_1","sheep","13"
"12723","2007/2050_1","cows","0"
"12724","2007/2050_1","goats","16"
"12725","2007/2049_1","sheep","3"
"12726","2007/2048_1","sheep","4"
"12727","2007/2047_1","sheep","13"
"12728","2007/2046_1","cows","0"
"12729","2007/2046_1","sheep","28"
"12730","2007/2045_1","sheep","7"
"12731","2007/2044_1","sheep","3"
"12732","2007/2043_1","cows","0"
"12733","2007/2043_1","goats","5"
"12734","2007/2042_1","sheep","7"
"12735","2007/2041_1","sheep","5"
"12736","2007/2040_1","sheep","5"
"12737","2007/2039_1","sheep","3"
"12738","2007/2038_1","cows","0"
"12739","2007/2038_1","goats","15"
"12740","2007/2037_1","sheep","5"
"12741","2007/2036_1","sheep","6"
"12742","2007/2035_1",NA,"0"
"12743","2007/2034_1","sheep","3"
"12744","2007/2033_1","sheep","150"
"12745","2007/2032_1","sheep","25"
"12746","2007/2031_1","sheep","20"
"12747","2007/2030_1","goats","0"
"12748","2007/2030_1","sheep","25"
"12749","2007/2029_1","sheep","3"
"12750","2007/2028_1","sheep","18"
"12751","2007/2027_1","sheep","10"
"12752","2007/2026_1","sheep","6"
"12753","2007/2025_1","sheep","60"
"12754","2007/2024_1","sheep","2"
"12755","2007/2023_1","sheep","6"
"12756","2007/2022_1","cows","0"
"12757","2007/2022_1","goats","30"
"12758","2007/2021_1","sheep","4"
"12759","2007/2020_1","sheep","5"
"12760","2007/2019_1","sheep","15"
"12761","2007/2018_1","sheep","5"
"12762","2007/2017_1","sheep","7"
"12763","2007/2016_1","goats","0"
"12764","2007/2016_1","sheep","6"
"12765","2007/2015_1","sheep","6"
"12766","2007/2014_1","sheep","8"
"12767","2007/2013_1","sheep","2"
"12768","2007/2012_1","sheep","11"
"12769","2007/2011_1","sheep","1"
"12770","2007/2010_1","sheep","10"
"12771","2007/2009_1","sheep","1"
"12772","2007/2008_1","sheep","6"
"12773","2007/2007_1","sheep","10"
"12774","2007/2006_1","sheep","5"
"12775","2007/2005_1","sheep","10"
"12776","2007/2004_1","sheep","15"
"12777","2007/2003_1","sheep","3"
"12778","2007/2002_1","sheep","10"
"12779","2007/2001_1","sheep","9"
"12780","2007/2000_1","sheep","4"
"12781","2007/1999_1","sheep","5"
"12782","2007/1998_1","sheep","5"
"12783","2007/1997_1","sheep","15"
"12784","2007/1996_1","sheep","6"
"12785","2007/1995_1","sheep","2"
"12786","2007/1994_1","sheep","12"
"12787","2007/1993_1","sheep","5"
"12788","2007/1992_1","sheep","7"
"12789","2007/1991_1","sheep","2"
"12790","2007/1990_1","sheep","3"
"12791","2007/1989_1","sheep","3"
"12792","2007/1988_1","sheep","1"
"12793","2007/1987_1","sheep","13"
"12794","2007/1986_1","sheep","4"
"12795","2007/1985_1","sheep","4"
"12796","2007/1984_1","sheep","3"
"12797","2007/1983_1","sheep","9"
"12798","2007/1982_1","sheep","3"
"12799","2007/1981_1","sheep","2"
"12800","2007/1980_1","sheep","10"
"12801","2007/1979_1","sheep","2"
"12802","2007/1978_1","sheep","4"
"12803","2007/1977_1","sheep","1"
"12804","2007/1976_1","sheep","3"
"12805","2007/1975_1","sheep","5"
"12806","2007/1974_1","sheep","4"
"12807","2007/1973_1","sheep","1"
"12808","2007/1972_1","sheep","2"
"12809","2007/1971_1","sheep","9"
"12810","2007/1970_1","sheep","5"
"12811","2007/1969_1","sheep","1"
"12812","2007/1968_1","sheep","1"
"12813","2007/1967_1","sheep","5"
"12814","2007/1966_1","sheep","4"
"12815","2007/1965_1","sheep","6"
"12816","2007/1964_1","sheep","3"
"12817","2007/1963_1","sheep","4"
"12818","2007/1962_1","sheep","7"
"12819","2007/1961_1","sheep","5"
"12820","2007/1960_1","sheep","4"
"12821","2007/1959_1","sheep","3"
"12822","2007/1958_1","sheep","8"
"12823","2007/1957_1","sheep","0"
"12824","2007/1956_1","sheep","5"
"12825","2007/1955_1","sheep","8"
"12826","2007/1954_1","sheep","10"
"12827","2007/1953_1","sheep","3"
"12828","2007/1952_1","cows","0"
"12829","2007/1952_1","sheep","10"
"12830","2007/1951_1","sheep","4"
"12831","2007/1950_1","sheep","8"
"12832","2007/1949_1","sheep","10"
"12833","2007/1948_1","sheep","6"
"12834","2007/1947_1","sheep","2"
"12835","2007/1946_1","sheep","4"
"12836","2007/1945_1","sheep","3"
"12837","2007/1944_1","sheep","10"
"12838","2007/1943_1","sheep","20"
"12839","2007/1942_1","sheep","1"
"12840","2007/1941_1","sheep","10"
"12841","2007/1940_1","sheep","6"
"12842","2007/1939_1","sheep","2"
"12843","2007/1938_1","sheep","4"
"12844","2007/1937_1","sheep","6"
"12845","2007/1936_1","sheep","10"
"12846","2007/1935_1","sheep","10"
"12847","2007/1934_1","sheep","8"
"12848","2007/1933_1","sheep","10"
"12849","2007/1932_1","sheep","20"
"12850","2007/1931_1","sheep","4"
"12851","2007/1930_1","sheep","30"
"12852","2007/1929_1","sheep","8"
"12853","2007/1928_1","sheep","4"
"12854","2007/1927_1","sheep","30"
"12855","2007/1926_1","sheep","6"
"12856","2007/1925_1","sheep","30"
"12857","2007/1924_1","sheep","50"
"12858","2007/1923_1","sheep","7"
"12859","2007/1922_1","sheep","5"
"12860","2007/1921_1","sheep","30"
"12861","2007/1920_1","sheep","25"
"12862","2007/1919_1","sheep","19"
"12863","2007/1918_1","sheep","20"
"12864","2007/1917_1","sheep","15"
"12865","2007/1916_1","sheep","15"
"12866","2007/1915_1","sheep","15"
"12867","2007/1914_1","sheep","100"
"12868","2007/1913_1","sheep","5"
"12869","2007/1912_1","sheep","4"
"12870","2007/1911_1","sheep","20"
"12871","2007/1910_1","sheep","50"
"12872","2007/1909_1","sheep","10"
"12873","2007/1908_1","sheep","40"
"12874","2007/1907_1","sheep","20"
"12875","2007/1906_1","sheep","8"
"12876","2007/1905_1","sheep","1"
"12877","2007/1904_1","sheep","7"
"12878","2007/1903_1","sheep","6"
"12879","2007/1902_1","sheep","8"
"12880","2007/1901_1","sheep","2"
"12881","2007/1900_1","goats","0"
"12882","2007/1900_1","sheep","70"
"12883","2007/1899_1","sheep","3"
"12884","2007/1898_1","sheep","15"
"12885","2007/1897_1","sheep","6"
"12886","2007/1896_1","sheep","20"
"12887","2007/1895_1","sheep","8"
"12888","2007/1894_1","sheep","25"
"12889","2007/1893_1","sheep","5"
"12890","2007/1892_1","sheep","10"
"12891","2007/1891_1","sheep","8"
"12892","2007/1890_1","sheep","16"
"12893","2007/1889_1","sheep","6"
"12894","2007/1888_1","goats","0"
"12895","2007/1888_1","sheep","5"
"12896","2007/1887_1","sheep","5"
"12897","2007/1886_1","sheep","19"
"12898","2007/1885_1","sheep","104"
"12899","2007/1884_1","sheep","8"
"12900","2007/1883_1","sheep","2"
"12901","2007/1882_1","sheep","10"
"12902","2007/1881_1","sheep","12"
"12903","2007/1880_1","sheep","5"
"12904","2007/1879_1","sheep","1"
"12905","2007/1878_1","sheep","9"
