Código;Tipo de foco;Pais;CCAA;Provincia;Comarca Ganadera (en focos nacionales);Región (en focos extranjeros);Municipio;UVL;Enfermedad;Nº de Especies Afectadas;Serotipo;Especie;Sensibles;Afectados;Fecha de confirmación
2007/3200;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;405;4;06/11/2007
2007/3199;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;484;14;06/11/2007
2007/3198;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;252;6;06/11/2007
2007/3197;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;131;7;08/11/2007
2007/3196;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;430;11;06/11/2007
2007/3195;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;362;17;06/11/2007
2007/3194;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;178;12;23/10/2007
2007/3193;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;475;42;29/10/2007
2007/3192;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;510;27;06/11/2007
2007/3191;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;420;11;22/10/2007
2007/3190;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;1187;39;19/10/2007
2007/3189;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;431;12;07/11/2007
2007/3188;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;939;49;08/11/2007
2007/3187;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;452;21;08/11/2007
2007/3186;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;1065;32;22/10/2007
2007/3185;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;790;7;23/10/2007
2007/3184;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;426;12;06/11/2007
2007/3183;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;694;10;19/10/2007
2007/3182;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;293;12;07/11/2007
2007/3181;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;245;12;07/11/2007
2007/3180;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;611;6;29/10/2007
2007/3179;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;474;15;06/11/2007
2007/3178;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;226;31;06/11/2007
2007/3177;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;874;10;19/10/2007
2007/3176;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;511;14;07/11/2007
2007/3175;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;215;9;06/11/2007
2007/3174;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;368;9;06/11/2007
2007/3173;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;619;20;19/10/2007
2007/3172;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;325;7;08/11/2007
2007/3171;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;330;7;08/11/2007
2007/3170;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;302;22;22/10/2007
2007/3169;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;158;12;22/10/2007
2007/3168;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;217;2;19/10/2007
2007/3167;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;597;6;22/10/2007
2007/3166;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;800;17;07/11/2007
2007/3165;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;1424;8;19/10/2007
2007/3164;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;229;13;07/11/2007
2007/3163;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;237;6;29/10/2007
2007/3162;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;372;6;22/10/2007
2007/3161;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;292;14;19/10/2007
2007/3160;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;280;20;08/11/2007
2007/3159;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;291;12;19/10/2007
2007/3158;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;2101;13;07/11/2007
2007/3157;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;477;8;19/10/2007
2007/3156;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;350;8;19/10/2007
2007/3155;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;355;47;07/11/2007
2007/3154;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;164;15;06/11/2007
2007/3153;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;839;23;22/10/2007
2007/3152;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;214;6;05/11/2007
2007/3151;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;607;28;07/11/2007
2007/3150;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;816;6;07/11/2007
2007/3149;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;268;13;06/11/2007
2007/3148;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;2;;Bovinos, Ovinos;15 / 199;0 / 10;23/10/2007
2007/3147;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;394;30;22/10/2007
2007/3146;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;519;18;07/11/2007
2007/3145;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;921;7;29/10/2007
2007/3144;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;298;28;06/11/2007
2007/3143;Secundario;España;ANDALUCÍA;CÓRDOBA;HINOJOSA DEL DUQUE (PEDROCHES II );;Hinojosa del Duque;Córdoba;Lengua azul;1;;Ovinos;760;6;22/10/2007
2007/3142;Secundario;España;ANDALUCÍA;CÓRDOBA;POZOBLANCO (PEDROCHES I );;Guijo, El;Córdoba;Lengua azul;1;;Ovinos;375;7;29/10/2007
2007/3141;Secundario;España;ANDALUCÍA;CÓRDOBA;POZOBLANCO (PEDROCHES I );;Guijo, El;Córdoba;Lengua azul;1;;Ovinos;296;13;05/11/2007
2007/3140;Secundario;España;ANDALUCÍA;CÓRDOBA;POZOBLANCO (PEDROCHES I );;Guijo, El;Córdoba;Lengua azul;1;;Ovinos;777;6;05/11/2007
2007/3139;Secundario;España;ANDALUCÍA;CÓRDOBA;PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO);;Granjuela, La;Córdoba;Lengua azul;1;;Ovinos;549;18;07/11/2007
2007/3138;Secundario;España;ANDALUCÍA;CÓRDOBA;PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO);;Granjuela, La;Córdoba;Lengua azul;1;;Ovinos;621;15;07/11/2007
2007/3137;Secundario;España;ANDALUCÍA;CÓRDOBA;PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO);;Granjuela, La;Córdoba;Lengua azul;1;;Ovinos;436;25;19/10/2007
2007/3136;Secundario;España;ANDALUCÍA;CÓRDOBA;PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO);;Granjuela, La;Córdoba;Lengua azul;1;;Ovinos;764;6;23/10/2007
2007/3135;Secundario;España;ANDALUCÍA;CÓRDOBA;PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO);;Granjuela, La;Córdoba;Lengua azul;1;;Ovinos;229;8;07/11/2007
2007/3134;Secundario;España;ANDALUCÍA;CÓRDOBA;PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO);;Fuente Obejuna;Córdoba;Lengua azul;1;;Ovinos;231;12;23/10/2007
2007/3133;Secundario;España;ANDALUCÍA;CÓRDOBA;PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO);;Fuente Obejuna;Córdoba;Lengua azul;1;;Ovinos;311;5;22/10/2007
2007/3132;Secundario;España;ANDALUCÍA;CÓRDOBA;PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO);;Fuente Obejuna;Córdoba;Lengua azul;1;;Ovinos;153;13;19/10/2007
2007/3131;Secundario;España;ANDALUCÍA;CÓRDOBA;PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO);;Fuente Obejuna;Córdoba;Lengua azul;1;;Ovinos;42;2;19/10/2007
2007/3130;Secundario;España;ANDALUCÍA;CÓRDOBA;PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO);;Fuente Obejuna;Córdoba;Lengua azul;1;;Ovinos;1280;21;22/10/2007
2007/3129;Secundario;España;ANDALUCÍA;CÓRDOBA;PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO);;Fuente Obejuna;Córdoba;Lengua azul;1;;Ovinos;516;8;23/10/2007
2007/3128;Secundario;España;ANDALUCÍA;CÓRDOBA;PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO);;Fuente Obejuna;Córdoba;Lengua azul;1;;Ovinos;33;10;22/10/2007
2007/3127;Secundario;España;ANDALUCÍA;CÓRDOBA;PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO);;Fuente Obejuna;Córdoba;Lengua azul;1;;Ovinos;371;23;22/10/2007
2007/3126;Secundario;España;ANDALUCÍA;CÓRDOBA;PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO);;Fuente Obejuna;Córdoba;Lengua azul;1;;Ovinos;31;3;06/11/2007
2007/3125;Secundario;España;ANDALUCÍA;CÓRDOBA;PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO);;Fuente Obejuna;Córdoba;Lengua azul;1;;Ovinos;358;33;22/10/2007
2007/3124;Secundario;España;ANDALUCÍA;CÓRDOBA;PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO);;Fuente Obejuna;Córdoba;Lengua azul;1;;Ovinos;282;9;22/10/2007
2007/3123;Secundario;España;ANDALUCÍA;CÓRDOBA;PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO);;Fuente Obejuna;Córdoba;Lengua azul;1;;Ovinos;555;10;06/11/2007
2007/3122;Secundario;España;ANDALUCÍA;CÓRDOBA;PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO);;Fuente Obejuna;Córdoba;Lengua azul;1;;Ovinos;310;3;23/10/2007
2007/3121;Secundario;España;ANDALUCÍA;CÓRDOBA;PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO);;Fuente Obejuna;Córdoba;Lengua azul;1;;Ovinos;234;3;07/11/2007
2007/3120;Secundario;España;ANDALUCÍA;CÓRDOBA;PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO);;Fuente Obejuna;Córdoba;Lengua azul;1;;Ovinos;291;23;19/10/2007
2007/3119;Secundario;España;ANDALUCÍA;CÓRDOBA;PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO);;Fuente Obejuna;Córdoba;Lengua azul;1;;Ovinos;8;8;06/11/2007
2007/3118;Secundario;España;ANDALUCÍA;CÓRDOBA;PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO);;Fuente Obejuna;Córdoba;Lengua azul;1;;Ovinos;118;18;19/10/2007
2007/3117;Secundario;España;ANDALUCÍA;CÓRDOBA;PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO);;Fuente Obejuna;Córdoba;Lengua azul;1;;Ovinos;30;10;22/10/2007
2007/3116;Secundario;España;ANDALUCÍA;CÓRDOBA;PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO);;Fuente Obejuna;Córdoba;Lengua azul;1;;Ovinos;114;5;19/10/2007
2007/3115;Secundario;España;ANDALUCÍA;CÓRDOBA;PEÑARROYA-PUEBLONUEVO (VALLE DEL GUADIATO);;Fuente Obejuna;Córdoba;Lengua azul;1;;Ovinos;189;5;08/11/2007
2007/3114;Secundario;España;EXTREMADURA;CÁCERES;NAVALMORAL DE LA MATA;;Rosalejo;Badajoz;Lengua azul;1;;Ovinos;1025;10;28/11/2007
2007/3113;Secundario;España;EXTREMADURA;CÁCERES;NAVALMORAL DE LA MATA;;Losar de la Vera;Badajoz;Lengua azul;1;;Ovinos;450;15;28/11/2007
2007/3112;Secundario;España;EXTREMADURA;BADAJOZ;ZAFRA;;Valencia del Ventoso;Badajoz;Lengua azul;1;;Ovinos;410;10;27/11/2007
2007/3111;Secundario;España;EXTREMADURA;BADAJOZ;ZAFRA;;Valencia del Ventoso;Badajoz;Lengua azul;1;;Ovinos;164;5;27/11/2007
2007/3110;Secundario;España;EXTREMADURA;BADAJOZ;ZAFRA;;Valencia del Ventoso;Badajoz;Lengua azul;1;;Ovinos;151;10;27/11/2007
2007/3109;Secundario;España;EXTREMADURA;BADAJOZ;ZAFRA;;Valencia del Ventoso;Badajoz;Lengua azul;1;;Ovinos;787;10;27/11/2007
2007/3108;Secundario;España;EXTREMADURA;BADAJOZ;ZAFRA;;Valencia del Ventoso;Badajoz;Lengua azul;1;;Ovinos;23;13;27/11/2007
2007/3107;Secundario;España;EXTREMADURA;BADAJOZ;ZAFRA;;Valencia del Ventoso;Badajoz;Lengua azul;1;;Ovinos;235;10;27/11/2007
2007/3106;Secundario;España;EXTREMADURA;BADAJOZ;ZAFRA;;Valencia del Ventoso;Badajoz;Lengua azul;1;;Ovinos;88;15;27/11/2007
2007/3105;Secundario;España;EXTREMADURA;BADAJOZ;ZAFRA;;Valencia del Ventoso;Badajoz;Lengua azul;1;;Ovinos;117;7;27/11/2007
2007/3104;Secundario;España;EXTREMADURA;BADAJOZ;ZAFRA;;Valencia del Ventoso;Badajoz;Lengua azul;1;;Ovinos;24;1;27/11/2007
2007/3103;Secundario;España;EXTREMADURA;BADAJOZ;ZAFRA;;Valencia del Ventoso;Badajoz;Lengua azul;1;;Ovinos;88;3;27/11/2007
2007/3102;Secundario;España;EXTREMADURA;BADAJOZ;ZAFRA;;Usagre;Badajoz;Lengua azul;1;;Ovinos;350;5;27/11/2007
2007/3101;Secundario;España;EXTREMADURA;BADAJOZ;ZAFRA;;Usagre;Badajoz;Lengua azul;1;;Ovinos;980;2;27/11/2007
2007/3100;Secundario;España;EXTREMADURA;BADAJOZ;ZAFRA;;Trasierra;Badajoz;Lengua azul;1;;Ovinos;151;3;27/11/2007
2007/3099;Secundario;España;EXTREMADURA;BADAJOZ;ZAFRA;;Puebla del Prior;Badajoz;Lengua azul;1;;Ovinos;467;6;27/11/2007
2007/3098;Secundario;España;EXTREMADURA;BADAJOZ;ZAFRA;;Puebla del Prior;Badajoz;Lengua azul;1;;Ovinos;2289;4;27/11/2007
2007/3097;Secundario;España;EXTREMADURA;BADAJOZ;ZAFRA;;Puebla del Prior;Badajoz;Lengua azul;1;;Ovinos;100;1;27/11/2007
2007/3096;Secundario;España;EXTREMADURA;BADAJOZ;ZAFRA;;Puebla del Maestre;Badajoz;Lengua azul;1;;Ovinos;976;130;27/11/2007
2007/3095;Secundario;España;EXTREMADURA;BADAJOZ;ZAFRA;;Puebla de la Reina;Badajoz;Lengua azul;1;;Ovinos;1175;4;27/11/2007
2007/3094;Secundario;España;EXTREMADURA;BADAJOZ;ZAFRA;;Puebla de la Reina;Badajoz;Lengua azul;1;;Ovinos;358;8;27/11/2007
2007/3093;Secundario;España;EXTREMADURA;BADAJOZ;ZAFRA;;Puebla de la Reina;Badajoz;Lengua azul;1;;Ovinos;450;6;27/11/2007
2007/3092;Secundario;España;EXTREMADURA;BADAJOZ;ZAFRA;;Puebla de la Reina;Badajoz;Lengua azul;1;;Ovinos;244;4;27/11/2007
2007/3091;Secundario;España;EXTREMADURA;BADAJOZ;ZAFRA;;Puebla de la Reina;Badajoz;Lengua azul;1;;Ovinos;685;12;27/11/2007
2007/3090;Secundario;España;EXTREMADURA;BADAJOZ;ZAFRA;;Puebla de la Reina;Badajoz;Lengua azul;1;;Ovinos;854;2;27/11/2007
2007/3089;Secundario;España;EXTREMADURA;BADAJOZ;ZAFRA;;Montemolín;Badajoz;Lengua azul;1;;Ovinos;43;1;27/11/2007
2007/3088;Secundario;España;EXTREMADURA;BADAJOZ;ZAFRA;;Montemolín;Badajoz;Lengua azul;1;;Ovinos;329;11;27/11/2007
2007/3087;Secundario;España;EXTREMADURA;BADAJOZ;AZUAGA;;Campillo de Llerena;Badajoz;Lengua azul;1;;Ovinos;1087;4;27/11/2007
2007/3086;Secundario;España;EXTREMADURA;CÁCERES;VALENCIA DE ALCANTARA;;Herrera de Alcántara;Badajoz;Lengua azul;1;;Ovinos;1970;3;26/11/2007
2007/3085;Secundario;España;EXTREMADURA;CÁCERES;VALENCIA DE ALCANTARA;;Herrera de Alcántara;Badajoz;Lengua azul;1;;Ovinos;458;32;26/11/2007
2007/3084;Secundario;España;EXTREMADURA;CÁCERES;VALENCIA DE ALCANTARA;;Herrera de Alcántara;Badajoz;Lengua azul;1;;Ovinos;1213;12;26/11/2007
2007/3083;Secundario;España;EXTREMADURA;CÁCERES;VALENCIA DE ALCANTARA;;Carbajo;Badajoz;Lengua azul;1;;Ovinos;103;10;26/11/2007
2007/3082;Secundario;España;EXTREMADURA;CÁCERES;VALENCIA DE ALCANTARA;;Carbajo;Badajoz;Lengua azul;1;;Ovinos;88;5;26/11/2007
2007/3081;Secundario;España;EXTREMADURA;CÁCERES;NAVALMORAL DE LA MATA;;Talayuela;Badajoz;Lengua azul;1;;Ovinos;254;5;26/11/2007
2007/3080;Secundario;España;EXTREMADURA;CÁCERES;NAVALMORAL DE LA MATA;;Talayuela;Badajoz;Lengua azul;1;;Ovinos;356;3;26/11/2007
2007/3079;Secundario;España;EXTREMADURA;CÁCERES;NAVALMORAL DE LA MATA;;Talayuela;Badajoz;Lengua azul;1;;Ovinos;129;5;26/11/2007
2007/3078;Secundario;España;EXTREMADURA;CÁCERES;NAVALMORAL DE LA MATA;;Talayuela;Badajoz;Lengua azul;1;;Ovinos;354;10;26/11/2007
2007/3077;Secundario;España;EXTREMADURA;CÁCERES;NAVALMORAL DE LA MATA;;Talayuela;Badajoz;Lengua azul;1;;Ovinos;258;15;26/11/2007
2007/3076;Secundario;España;EXTREMADURA;CÁCERES;NAVALMORAL DE LA MATA;;Talayuela;Badajoz;Lengua azul;1;;Ovinos;123;5;26/11/2007
2007/3075;Secundario;España;EXTREMADURA;CÁCERES;NAVALMORAL DE LA MATA;;Talayuela;Badajoz;Lengua azul;1;;Ovinos;1840;5;26/11/2007
2007/3074;Secundario;España;EXTREMADURA;CÁCERES;NAVALMORAL DE LA MATA;;Talayuela;Badajoz;Lengua azul;1;;Ovinos;1014;20;26/11/2007
2007/3073;Secundario;España;EXTREMADURA;CÁCERES;NAVALMORAL DE LA MATA;;Talayuela;Badajoz;Lengua azul;1;;Ovinos;201;5;26/11/2007
2007/3072;Secundario;España;EXTREMADURA;CÁCERES;NAVALMORAL DE LA MATA;;Talayuela;Badajoz;Lengua azul;1;;Ovinos;560;12;26/11/2007
2007/3071;Secundario;España;EXTREMADURA;CÁCERES;NAVALMORAL DE LA MATA;;Talayuela;Badajoz;Lengua azul;1;;Ovinos;954;45;26/11/2007
2007/3070;Secundario;España;EXTREMADURA;CÁCERES;NAVALMORAL DE LA MATA;;Talayuela;Badajoz;Lengua azul;1;;Ovinos;837;20;26/11/2007
2007/3069;Secundario;España;EXTREMADURA;CÁCERES;NAVALMORAL DE LA MATA;;Talayuela;Badajoz;Lengua azul;1;;Ovinos;413;8;26/11/2007
2007/3068;Secundario;España;EXTREMADURA;CÁCERES;PLASENCIA;;Torrejón el Rubio;Badajoz;Lengua azul;1;;Ovinos;929;20;26/11/2007
2007/3067;Secundario;España;EXTREMADURA;CÁCERES;PLASENCIA;;Torrejón el Rubio;Badajoz;Lengua azul;1;;Ovinos;823;3;26/11/2007
2007/3066;Secundario;España;EXTREMADURA;CÁCERES;PLASENCIA;;Serradilla;Badajoz;Lengua azul;1;;Ovinos;390;9;26/11/2007
2007/3065;Secundario;España;EXTREMADURA;CÁCERES;PLASENCIA;;Serradilla;Badajoz;Lengua azul;1;;Ovinos;1888;3;26/11/2007
2007/3064;Secundario;España;EXTREMADURA;CÁCERES;PLASENCIA;;Serradilla;Badajoz;Lengua azul;1;;Ovinos;633;5;26/11/2007
2007/3063;Secundario;España;EXTREMADURA;CÁCERES;PLASENCIA;;Serradilla;Badajoz;Lengua azul;1;;Ovinos;156;3;26/11/2007
2007/3062;Secundario;España;EXTREMADURA;CÁCERES;PLASENCIA;;Santa Cruz de Paniagua;Badajoz;Lengua azul;1;;Ovinos;33;1;26/11/2007
2007/3061;Secundario;España;EXTREMADURA;CÁCERES;PLASENCIA;;Santa Cruz de Paniagua;Badajoz;Lengua azul;1;;Ovinos;1202;20;26/11/2007
2007/3060;Secundario;España;EXTREMADURA;CÁCERES;PLASENCIA;;Plasencia;Badajoz;Lengua azul;1;;Ovinos;117;1;26/11/2007
2007/3059;Secundario;España;EXTREMADURA;CÁCERES;PLASENCIA;;Mirabel;Badajoz;Lengua azul;1;;Ovinos;190;1;26/11/2007
2007/3058;Secundario;España;EXTREMADURA;CÁCERES;PLASENCIA;;Mirabel;Badajoz;Lengua azul;1;;Ovinos;20;1;26/11/2007
2007/3057;Secundario;España;EXTREMADURA;CÁCERES;PLASENCIA;;Mirabel;Badajoz;Lengua azul;1;;Ovinos;95;2;26/11/2007
2007/3056;Secundario;España;EXTREMADURA;CÁCERES;PLASENCIA;;Mirabel;Badajoz;Lengua azul;1;;Ovinos;188;1;26/11/2007
2007/3055;Secundario;España;EXTREMADURA;CÁCERES;PLASENCIA;;Mirabel;Badajoz;Lengua azul;1;;Ovinos;115;4;26/11/2007
